531,3,20140627,0.6926,EUR/AUD
532,1,20140628,0.9437,USD/AUD
533,4,20140628,95.68,JPY/AUD
534,3,20140628,0.6926,EUR/AUD
535,1,20140629,0.9437,USD/AUD
536,4,20140629,95.68,JPY/AUD
537,3,20140629,0.6926,EUR/AUD
538,1,20140630,0.942,USD/AUD
539,4,20140630,95.43,JPY/AUD
540,3,20140630,0.6906,EUR/AUD
541,1,20140701,0.9454,USD/AUD
542,4,20140701,95.93,JPY/AUD
543,3,20140701,0.6908,EUR/AUD
544,1,20140702,0.9458,USD/AUD
545,4,20140702,96.06,JPY/AUD
546,3,20140702,0.6919,EUR/AUD
547,1,20140703,0.938,USD/AUD
548,4,20140703,95.56,JPY/AUD
549,3,20140703,0.6873,EUR/AUD
550,1,20140704,0.9365,USD/AUD
551,4,20140704,95.56,JPY/AUD
552,3,20140704,0.6883,EUR/AUD
553,1,20140705,0.9365,USD/AUD
554,4,20140705,95.56,JPY/AUD
555,3,20140705,0.6883,EUR/AUD
556,1,20140706,0.9365,USD/AUD
557,4,20140706,95.56,JPY/AUD
558,3,20140706,0.6883,EUR/AUD
559,1,20140707,0.9356,USD/AUD
560,4,20140707,95.52,JPY/AUD
561,3,20140707,0.6888,EUR/AUD
562,1,20140708,0.9385,USD/AUD
563,4,20140708,95.55,JPY/AUD
564,3,20140708,0.69,EUR/AUD
565,1,20140709,0.9397,USD/AUD
566,4,20140709,95.5,JPY/AUD
567,3,20140709,0.6901,EUR/AUD
568,1,20140710,0.9397,USD/AUD
569,4,20140710,95.42,JPY/AUD
570,3,20140710,0.6886,EUR/AUD
571,1,20140711,0.9391,USD/AUD
572,4,20140711,95.09,JPY/AUD
573,3,20140711,0.6906,EUR/AUD
574,1,20140712,0.9391,USD/AUD
575,4,20140712,95.09,JPY/AUD
576,3,20140712,0.6906,EUR/AUD
577,1,20140713,0.9391,USD/AUD
578,4,20140713,95.09,JPY/AUD
579,3,20140713,0.6906,EUR/AUD
580,1,20140714,0.94,USD/AUD
581,4,20140714,95.33,JPY/AUD
582,3,20140714,0.691,EUR/AUD
583,1,20140715,0.9387,USD/AUD
584,4,20140715,95.34,JPY/AUD
585,3,20140715,0.6893,EUR/AUD
586,1,20140716,0.9337,USD/AUD
587,4,20140716,94.99,JPY/AUD
588,3,20140716,0.6885,EUR/AUD
589,1,20140717,0.9377,USD/AUD
590,4,20140717,95.17,JPY/AUD
591,3,20140717,0.6935,EUR/AUD
592,1,20140718,0.9366,USD/AUD
593,4,20140718,94.9,JPY/AUD
594,3,20140718,0.6926,EUR/AUD
595,1,20140719,0.9366,USD/AUD
596,4,20140719,94.9,JPY/AUD
597,3,20140719,0.6926,EUR/AUD
598,1,20140720,0.9366,USD/AUD
599,4,20140720,94.9,JPY/AUD
600,3,20140720,0.6926,EUR/AUD
601,1,20140721,0.939,USD/AUD
602,4,20140721,95.06,JPY/AUD
603,3,20140721,0.6934,EUR/AUD
604,1,20140722,0.9389,USD/AUD
605,4,20140722,95.35,JPY/AUD
606,3,20140722,0.6943,EUR/AUD
607,1,20140723,0.9434,USD/AUD
608,4,20140723,95.67,JPY/AUD
609,3,20140723,0.7006,EUR/AUD
610,1,20140724,0.9448,USD/AUD
611,4,20140724,95.87,JPY/AUD
612,3,20140724,0.7021,EUR/AUD
613,1,20140725,0.9414,USD/AUD
614,4,20140725,95.77,JPY/AUD
615,3,20140725,0.699,EUR/AUD
616,1,20140726,0.9414,USD/AUD
617,4,20140726,95.77,JPY/AUD
618,3,20140726,0.699,EUR/AUD
619,1,20140727,0.9414,USD/AUD
620,4,20140727,95.77,JPY/AUD
621,3,20140727,0.699,EUR/AUD
622,1,20140728,0.939,USD/AUD
623,4,20140728,95.6,JPY/AUD
624,3,20140728,0.6992,EUR/AUD
625,1,20140729,0.9395,USD/AUD
626,4,20140729,95.82,JPY/AUD
627,3,20140729,0.6995,EUR/AUD
628,1,20140730,0.9382,USD/AUD
629,4,20140730,95.81,JPY/AUD
630,3,20140730,0.6997,EUR/AUD
631,1,20140731,0.9324,USD/AUD
632,4,20140731,95.79,JPY/AUD
633,3,20140731,0.6959,EUR/AUD
634,1,20140801,0.9294,USD/AUD
635,4,20140801,95.66,JPY/AUD
636,3,20140801,0.6944,EUR/AUD
637,1,20140802,0.9294,USD/AUD
638,4,20140802,95.66,JPY/AUD
639,3,20140802,0.6944,EUR/AUD
640,1,20140803,0.9294,USD/AUD
641,4,20140803,95.66,JPY/AUD
642,3,20140803,0.6944,EUR/AUD
643,1,20140804,0.9294,USD/AUD
644,4,20140804,95.66,JPY/AUD
645,3,20140804,0.6944,EUR/AUD
646,1,20140805,0.9342,USD/AUD
647,4,20140805,95.74,JPY/AUD
648,3,20140805,0.6959,EUR/AUD
649,1,20140806,0.9306,USD/AUD
650,4,20140806,95.49,JPY/AUD
651,3,20140806,0.6963,EUR/AUD
652,1,20140807,0.9268,USD/AUD
653,4,20140807,94.88,JPY/AUD
654,3,20140807,0.6925,EUR/AUD
655,1,20140808,0.9246,USD/AUD
656,4,20140808,94.11,JPY/AUD
657,3,20140808,0.6922,EUR/AUD
658,1,20140809,0.9246,USD/AUD
659,4,20140809,94.11,JPY/AUD
660,3,20140809,0.6922,EUR/AUD
661,1,20140810,0.9246,USD/AUD
662,4,20140810,94.11,JPY/AUD
663,3,20140810,0.6922,EUR/AUD
664,1,20140811,0.928,USD/AUD
665,4,20140811,94.79,JPY/AUD
666,3,20140811,0.6926,EUR/AUD
667,1,20140812,0.9256,USD/AUD
668,4,20140812,94.66,JPY/AUD
669,3,20140812,0.6923,EUR/AUD
670,1,20140813,0.9298,USD/AUD
671,4,20140813,95.07,JPY/AUD
672,3,20140813,0.6959,EUR/AUD
673,1,20140814,0.9297,USD/AUD
674,4,20140814,95.38,JPY/AUD
675,3,20140814,0.696,EUR/AUD
676,1,20140815,0.9332,USD/AUD
677,4,20140815,95.67,JPY/AUD
678,3,20140815,0.6981,EUR/AUD
679,1,20140816,0.9332,USD/AUD
680,4,20140816,95.67,JPY/AUD
681,3,20140816,0.6981,EUR/AUD
682,1,20140817,0.9332,USD/AUD
683,4,20140817,95.67,JPY/AUD
684,3,20140817,0.6981,EUR/AUD
685,1,20140818,0.9326,USD/AUD
686,4,20140818,95.45,JPY/AUD
687,3,20140818,0.6964,EUR/AUD
688,1,20140819,0.9338,USD/AUD
689,4,20140819,95.82,JPY/AUD
690,3,20140819,0.6992,EUR/AUD
691,1,20140820,0.928,USD/AUD
